"UniqueID","RANK","sign-DISC","sign-REPL","NEW-Entrez-ID","NEW-Gene-ID","DISC: WB","Weight","Zscore","Direction","P","REPL: WB","Weight","Zscore","Direction","P","META: Weight","META: Zscore","META:Direction","META: P","REPL-cerebellum","Weight","Effect","SE","P","REPL-frontalcortex","Weight","Effect","SE","P","REPL-CD4+","Weight","Zscore","P","REPL-CD8+","Weight","Effect","SE","P","REPL-CD14+/monocytes","Weight","Zscore","P","REPL-LCLs","Weight","Effect","SE","P","REPL-LYMPHOCYTES","Weight","Effect","SE","P","REPL-PBMCs","Weight","Zscore","P"
50642,"n","n","n",8208,"CHAF1B","-+++++",7257,1.69,"+",9.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,"n","n","n",5893,"RAD52","----+-",7257,-1.69,"-",9.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38675,"n","n","n",6683,"SPAST","+-+--+",7257,1.69,"+",9.11E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27916,"n","n","n",92140,"MTDH","--+--+",7257,-1.69,"-",9.11E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27246,"n","n","n",5216,"PFN1","++-?-+",6376,1.689,"+",9.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37221,"n","n","n",55776,"SAYSD1","-----+",7257,-1.689,"-",9.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61780,"n","n","n",10082,"GPC6","++-+++",7257,1.689,"+",9.12E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64196,"n","n","n",23516,"SLC39A14","---+--",7257,-1.688,"-",9.14E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41042,"n","n","n",200186,"CRTC2","+-+--+",7257,-1.688,"-",9.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46231,"n","n","n",8548,"BLZF1","+++---",7257,-1.688,"-",9.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21135,"n","n","n",7430,"EZR","++--++",7257,1.687,"+",9.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17743,"n","n","n",84844,"PHF5A","-----+",7257,-1.687,"-",9.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11761,"n","n","n",11212,"PROSC","--++--",7257,-1.687,"-",9.17E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15761,"n","n","n",56648,"EIF5A2","+---+-",7257,1.685,"+",9.19E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29778,"n","n","n",203286,"ANKS6","----+-",7257,-1.685,"-",9.20E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,"n","n","n",64115,"C10orf54","--++-+",7257,1.685,"+",9.20E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47464,"n","n","n",54437,"SEMA5B","++--++",7257,1.685,"+",9.21E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,"n","n","n",119392,"SFR1","--+---",7257,-1.684,"-",9.22E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53699,"n","n","n",219954,"OR9I1","+++-++",7257,1.684,"+",9.23E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27427,"n","n","n",55763,"EXOC1","+-+---",7257,-1.683,"-",9.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,"n","n","n",126074,"SWSAP1","-+++-+",7257,1.682,"+",9.25E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19966,"n","n","n",80152,"CENPT","++-++-",7257,1.682,"+",9.25E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,"n","n","n",55093,"WDYHV1","-----+",7257,-1.682,"-",9.26E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,"n","n","n",6541,"SLC7A1","-----+",7257,-1.681,"-",9.27E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59827,"n","n","n",6502,"SKP2","--+--+",7257,-1.681,"-",9.27E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16375,"n","n","n",81853,"TMEM14B","--+++-",7257,-1.681,"-",9.28E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36463,"n","n","n",93185,"IGSF8","-+---+",7257,-1.68,"-",9.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33643,"n","n","n",50626,"CYHR1","------",7257,-1.68,"-",9.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17021,"n","n","n",55698,"RADIL","+-++-+",7257,1.68,"+",9.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55358,"n","n","n",65993,"MRPS34","--+---",7257,-1.678,"-",9.33E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53829,"n","n","n",5524,"PPP2R4","+-++-+",7257,1.678,"+",9.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21289,"n","n","n",6185,"RPN2","-++---",7257,-1.678,"-",9.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65574,"n","n","n",57664,"PLEKHA4","--+--+",7257,-1.678,"-",9.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12175,"n","n","n",3948,"LDHC","-++-++",7257,1.678,"+",9.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28119,"n","n","n",126789,"PUSL1","--++--",7257,-1.677,"-",9.35E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58859,"n","n","n",200845,"KCTD6","---+-+",7257,-1.676,"-",9.37E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68129,"n","n","n",127933,"UHMK1","---+++",7257,1.676,"+",9.37E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46920,"n","n","n",22914,"KLRK1","+++?++",6376,1.676,"+",9.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21337,"n","n","n",23111,"SPG20","+-+---",7257,-1.675,"-",9.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21793,"n","n","n",554223,"LOC554223","++---+",7257,1.675,"+",9.39E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,"n","n","n",8455,"ATRN","+-+--+",7257,1.675,"+",9.40E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14112,"n","n","n",168374,"ZNF92","-+-++-",7257,-1.674,"-",9.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35861,"n","n","n",27094,"KCNMB3","--+---",7257,-1.673,"-",9.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,"n","n","n",205327,"C2orf69","+-+---",7257,-1.673,"-",9.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27792,"n","n","n",8648,"NCOA1","+-+?-+",6376,1.673,"+",9.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18627,"n","n","n",26090,"ABHD12","-+-+++",7257,1.672,"+",9.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34154,"n","n","n",58529,"MYOZ1","+-+?-+",6376,1.672,"+",9.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47683,"n","n","n",8343,"HIST1H2BF","--++--",7257,-1.671,"-",9.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45066,"n","n","n",64121,"RRAGC","++-+-+",7257,1.67,"+",9.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12953,"n","n","n",6878,"TAF6","-----+",7257,-1.67,"-",9.49E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48274,"n","n","n",4599,"MX1","-+++-+",7257,1.669,"+",9.51E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28429,"n","n","n",10983,"CCNI","++-+--",7257,1.669,"+",9.51E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42570,"n","n","n",65243,"ZFP69B","-+---+",7257,-1.669,"-",9.52E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36297,"n","n","n",4515,"MTCP1","--++--",7257,-1.668,"-",9.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42549,"n","n","n",1477,"CSTF1","--++--",7257,-1.668,"-",9.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18378,"n","n","n",5036,"PA2G4","-+-++-",7257,-1.668,"-",9.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28728,"n","n","n",51260,"PBDC1","+--+--",7257,-1.668,"-",9.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33817,"n","n","n",84678,"KDM2B","++--++",7257,1.666,"+",9.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66945,"n","n","n",7442,"TRPV1","-----+",7257,-1.666,"-",9.57E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17205,"n","n","n",153684,"LOC153684","++-+-+",7257,1.665,"+",9.58E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32688,"n","n","n",54726,"OTUD4","----+-",7257,-1.665,"-",9.60E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46566,"n","n","n",25917,"THUMPD3","--+---",7257,-1.665,"-",9.60E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63630,"n","n","n",2803,"GOLGA4","+---+-",7257,-1.664,"-",9.60E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66913,"n","n","n",4249,"MGAT5","+--+--",7257,-1.664,"-",9.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43496,"n","n","n",132160,"PPM1M","-+++-+",7257,1.663,"+",9.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956,"n","n","n",9501,"RPH3AL","+++-++",7257,1.663,"+",9.63E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32027,"n","n","n",162989,"DEDD2","+++?-+",6376,1.663,"+",9.64E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,"n","n","n",140467,"ZNF358","---+-+",7257,-1.662,"-",9.64E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50948,"n","n","n",79573,"TTC13","+--+++",7257,1.662,"+",9.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53895,"n","n","n",9854,"C2CD2L","--++--",7257,-1.662,"-",9.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,"n","n","n",11040,"PIM2","++--+-",7257,-1.662,"-",9.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39192,"n","n","n",57129,"MRPL47","-+----",7257,-1.662,"-",9.66E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,"n","n","n",3198,"HOXA1","++---+",7257,1.661,"+",9.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47812,"n","n","n",127670,"TEDDM1","++++++",7257,1.661,"+",9.68E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56282,"n","n","n",284161,"GDPD1","+++---",7257,-1.66,"-",9.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33483,"n","n","n",4123,"MAN2C1","++-+++",7257,1.66,"+",9.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53759,"n","n","n",65990,"FAM173A","-+---+",7257,-1.66,"-",9.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908,"n","n","n",9267,"CYTH1","++---+",7257,1.659,"+",9.71E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11858,"n","n","n",55930,"MYO5C","--+-++",7257,1.659,"+",9.72E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62868,"n","n","n",100129828,"CS","++--++",7257,1.659,"+",9.72E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11842,"n","n","n",79366,"HMGN5","-+----",7257,-1.658,"-",9.72E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28760,"n","n","n",88,"ACTN2","+--+--",7257,-1.658,"-",9.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32099,"n","n","n",65080,"MRPL44","--++-+",7257,1.658,"+",9.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29225,"n","n","n",7145,"TNS1","++-++-",7257,1.658,"+",9.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10195,"n","n","n",3957,"LGALS2","-+++-+",7257,1.658,"+",9.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35719,"n","n","n",10989,"IMMT","--+--+",7257,-1.657,"-",9.76E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48941,"n","n","n",25852,"ARMC8","-+----",7257,-1.656,"-",9.77E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49666,"n","n","n",145258,"GSC","+++-++",7257,1.656,"+",9.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64338,"n","n","n",66036,"MTMR9","+-+---",7257,-1.655,"-",9.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24113,"n","n","n",4616,"GADD45B","++++-+",7257,1.655,"+",9.80E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18191,"n","n","n",10990,"LILRB5","-+++-+",7257,1.654,"+",9.81E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43515,"n","n","n",221908,"PPP1R35","--+-+-",7257,-1.653,"-",9.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24842,"n","n","n",339479,"FAM5C","-++-++",7257,1.652,"+",9.85E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67675,"n","n","n",285704,"RGMB","+--+-+",7257,1.652,"+",9.85E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26659,"n","n","n",64789,"EXO5","---+-+",7257,1.651,"+",9.86E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35595,"n","n","n",8852,"AKAP4","+-++-+",7257,1.651,"+",9.87E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51693,"n","n","n",81617,"CAB39L","+-+-++",7257,1.651,"+",9.87E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,"n","n","n",26259,"FBXW8","---+-+",7257,-1.651,"-",9.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55235,"n","n","n",2071,"ERCC3","-----+",7257,-1.651,"-",9.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61993,"n","n","n",1738,"DLD","--++--",7257,-1.65,"-",9.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13531,"n","n","n",23114,"NFASC","---+++",7257,1.65,"+",9.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17726,"n","n","n",5530,"PPP3CA","+-+--+",7257,1.649,"+",9.93E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36798,"n","n","n",92170,"MTG1","---++-",7257,-1.648,"-",9.93E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60317,"n","n","n",51582,"AZIN1","+-+-++",7257,1.648,"+",9.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36356,"n","n","n",54916,"TMEM260","--+---",7257,-1.648,"-",9.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37387,"n","n","n",81341,"OR10W1","+--+++",7257,1.648,"+",9.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,"n","n","n",3897,"L1CAM","---+-+",7257,1.647,"+",9.95E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38992,"n","n","n",55777,"MBD5","--+---",7257,-1.647,"-",9.95E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64193,"n","n","n",2885,"GRB2","-++?++",6376,1.647,"+",9.95E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20057,"n","n","n",54550,"NECAB2","-++---",7257,-1.647,"-",9.96E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47881,"n","n","n",23008,"KLHDC10","--++-+",7257,1.647,"+",9.96E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32280,"n","n","n",63930,"RP11-305P22.9","++++++",7257,1.645,"+",9.99E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19741,"n","n","n",4724,"NDUFS4","--+++-",7257,-1.645,"-",9.99E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,"n","n","n",55343,"SLC35C1","+++--+",7257,1.644,"+",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17798,"n","n","n",27107,"ZBTB11","+++---",7257,-1.645,"-",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47047,"n","n","n",132321,"C4orf33","+-++-+",7257,1.644,"+",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68084,"n","n","n",54891,"INO80D","+--+++",7257,1.644,"+",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31930,"n","n","n",6760,"SS18","-+++--",7257,-1.643,"-",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35512,"n","n","n",50853,"VILL","-----+",7257,-1.643,"-",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61142,"n","n","n",284618,"C1orf104","+-++++",7257,1.644,"+",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"n","n","n",9889,"ZBED4","+----+",7257,-1.643,"-",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17228,"n","n","n",541565,"C8orf58","--+---",7257,-1.643,"-",1.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,"n","n","n",147968,"CAPN12","------",7257,-1.642,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35862,"n","n","n",64769,"MEAF6","-----+",7257,-1.643,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60407,"n","n","n",51752,"ERAP1","++-++-",7257,1.642,"+",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54479,"n","n","n",92344,"GORAB","---++-",7257,-1.642,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68422,"n","n","n",79939,"SLC35E1","++++++",7257,1.641,"+",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20510,"n","n","n",115098,"CCDC124","++-+++",7257,1.64,"+",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41816,"n","n","n",80314,"EPC1","---+--",7257,-1.641,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44871,"n","n","n",5435,"POLR2F","-----+",7257,-1.64,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32596,"n","n","n",84656,"GLYR1","++++-+",7257,1.64,"+",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,"n","n","n",56952,"PRTFDC1","+-++--",7257,-1.639,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20152,"n","n","n",57213,"SPRYD7","+-+---",7257,-1.639,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42679,"n","n","n",84240,"ZCCHC9","--++-+",7257,-1.639,"-",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53184,"n","n","n",25996,"REXO2","++-+++",7257,1.638,"+",1.01E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52634,"n","n","n",5519,"PPP2R1B","+-----",7257,-1.638,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66588,"n","n","n",6372,"CXCL6","--+---",7257,-1.637,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67998,"n","n","n",57405,"SPC25","---+--",7257,-1.638,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44393,"n","n","n",3475,"IFRD1","--++++",7257,1.637,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62332,"n","n","n",23639,"LRRC6","+-+++-",7257,1.637,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52811,"n","n","n",7106,"TSPAN4","-+++-+",7257,1.636,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40544,"n","n","n",4043,"LRPAP1","++++-+",7257,1.635,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13553,"n","n","n",6166,"RPL36AL","--++--",7257,-1.635,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33141,"n","n","n",9650,"MTFR1","--++--",7257,-1.635,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57061,"n","n","n",259287,"TAS2R41","+--+--",7257,-1.635,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60451,"n","n","n",84464,"SLX4","++---+",7257,1.635,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18272,"n","n","n",5311,"PKD2","+++-++",7257,1.634,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55002,"n","n","n",23023,"TMCC1","+-++-+",7257,1.635,"+",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,"n","n","n",283337,"ZNF740","---+--",7257,-1.633,"-",1.02E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14746,"n","n","n",57700,"FAM160B1","+-+--+",7257,1.633,"+",1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48256,"n","n","n",64793,"CEP85","++---+",7257,1.632,"+",1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19482,"n","n","n",7098,"TLR3","+---++",7257,1.631,"+",1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29772,"n","n","n",10330,"CNPY2","---+--",7257,-1.631,"-",1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36254,"n","n","n",55063,"ZCWPW1","---+-+",7257,-1.63,"-",1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9605,"n","n","n",57165,"GJC2","-+--++",7257,-1.629,"-",1.03E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
