"UniqueID","RANK","sign-DISC","sign-REPL","NEW-Entrez-ID","NEW-Gene-ID","DISC: WB","Weight","Zscore","Direction","P","REPL: WB","Weight","Zscore","Direction","P","META: Weight","META: Zscore","META:Direction","META: P","REPL-cerebellum","Weight","Effect","SE","P","REPL-frontalcortex","Weight","Effect","SE","P","REPL-CD4+","Weight","Zscore","P","REPL-CD8+","Weight","Effect","SE","P","REPL-CD14+/monocytes","Weight","Zscore","P","REPL-LCLs","Weight","Effect","SE","P","REPL-LYMPHOCYTES","Weight","Effect","SE","P","REPL-PBMCs","Weight","Zscore","P"
57118,"n","n","n",6696,"SPP1","+++-++",7257,1.746,"+",8.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45335,"n","n","n",26502,"NARF","+++-++",7257,1.745,"+",8.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26541,"n","n","n",51374,"ATRAID","-+-+++",7257,1.745,"+",8.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27400,"n","n","n",79616,"CCNJL","+-+---",7257,-1.745,"-",8.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60392,"n","n","n",22904,"SBNO2","+++--+",7257,1.743,"+",8.13E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61966,"n","n","n",84233,"TMEM126A","---++-",7257,-1.743,"-",8.13E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081,"n","n","n",2109,"ETFB","-----+",7257,-1.743,"-",8.13E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,"n","n","n",1877,"E4F1","-----+",7257,-1.743,"-",8.14E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50126,"n","n","n",9611,"NCOR1","++----",7257,-1.743,"-",8.14E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54679,"n","n","n",377677,"CA13","+++++-",7257,1.742,"+",8.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495,"n","n","n",84068,"SLC10A7","+--+++",7257,1.742,"+",8.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27424,"n","n","n",493861,"EID3","---+-+",7257,-1.741,"-",8.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46847,"n","n","n",2247,"FGF2","+-++++",7257,1.741,"+",8.16E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11629,"n","n","n",64326,"RFWD2","++++-+",7257,1.741,"+",8.17E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16610,"n","n","n",25984,"KRT23","-++---",7257,-1.741,"-",8.17E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52761,"n","n","n",25853,"DCAF12","+++++-",7257,1.741,"+",8.18E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67891,"n","n","n",51733,"UPB1","--+--+",7257,-1.741,"-",8.18E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,"n","n","n",55032,"SLC35A5","+-+--+",7257,1.74,"+",8.18E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38651,"n","n","n",84222,"TMEM191A","-+----",7257,-1.74,"-",8.18E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43567,"n","n","n",10668,"CGRRF1","+-+?+-",6376,1.74,"+",8.18E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60625,"n","n","n",22897,"CEP164","++-+++",7257,1.739,"+",8.20E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10634,"n","n","n",8036,"SHOC2","+-++--",7257,-1.739,"-",8.20E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12741,"n","n","n",23256,"SCFD1","--+-+-",7257,-1.739,"-",8.21E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21828,"n","n","n",11235,"PDCD10","--+?+-",6376,-1.738,"-",8.21E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67513,"n","n","n",7979,"SHFM1","-----+",7257,-1.739,"-",8.21E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29999,"n","n","n",400451,"FAM174B","--++-+",7257,-1.738,"-",8.23E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33044,"n","n","n",169792,"GLIS3","+++--+",7257,1.737,"+",8.23E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66240,"n","n","n",5966,"REL","++++-+",7257,1.737,"+",8.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50199,"n","n","n",55298,"RNF121","-+++++",7257,1.737,"+",8.25E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12710,"n","n","n",254428,"SLC41A1","---+-+",7257,-1.735,"-",8.27E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,"n","n","n",431705,"ASTL","++++-+",7257,1.735,"+",8.28E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67704,"n","n","n",142679,"DUSP19","+++---",7257,-1.734,"-",8.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46908,"n","n","n",92285,"ZNF585B","-+--+-",7257,-1.734,"-",8.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14719,"n","n","n",23168,"RTF1","++-++-",7257,1.734,"+",8.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45193,"n","n","n",54495,"TMX3","+-+---",7257,-1.733,"-",8.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34327,"n","n","n",1018,"CDK3","++-+++",7257,1.733,"+",8.31E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52902,"n","n","n",57140,"RNPEPL1","-+-+-+",7257,1.731,"+",8.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,"n","n","n",10512,"SEMA3C","+-+--+",7257,1.731,"+",8.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45316,"n","n","n",83637,"ZMIZ2","++--++",7257,1.731,"+",8.35E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38646,"n","n","n",55904,"KMT2E","+-++--",7257,-1.731,"-",8.35E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28783,"n","n","n",79783,"C7orf10","-+-+--",7257,-1.73,"-",8.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,"n","n","n",134265,"AFAP1L1","++++++",7257,1.73,"+",8.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34683,"n","n","n",23550,"PSD4","++---+",7257,1.73,"+",8.37E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12369,"n","n","n",56899,"ANKS1B","+++-++",7257,1.729,"+",8.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24066,"n","n","n",387750,"CCDC35","---++-",7257,-1.729,"-",8.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61680,"n","n","n",79890,"RIN3","-+++-+",7257,1.729,"+",8.39E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63705,"n","n","n",91304,"TMEM259","-----+",7257,-1.729,"-",8.39E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63707,"n","n","n",6309,"SC5D","+--++-",7257,-1.728,"-",8.40E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26408,"n","n","n",9295,"SRSF11","+-+---",7257,-1.727,"-",8.41E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63883,"n","n","n",344892,"RTP2","++---+",7257,1.727,"+",8.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33731,"n","n","n",55322,"C5orf22","--+---",7257,-1.727,"-",8.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,"n","n","n",5082,"PDCL","-++---",7257,-1.726,"-",8.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64167,"n","n","n",5101,"PCDH9","-++---",7257,-1.726,"-",8.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58228,"n","n","n",253943,"YTHDF3","+-+--+",7257,1.725,"+",8.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50288,"n","n","n",22915,"MMRN1","+++++-",7257,1.725,"+",8.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45436,"n","n","n",54933,"RHBDL2","++----",7257,-1.725,"-",8.45E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16155,"n","n","n",440107,"PLEKHG7","-+-+++",7257,1.725,"+",8.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,"n","n","n",4542,"MYO1F","+++--+",7257,1.725,"+",8.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46712,"n","n","n",29071,"C1GALT1C1","+-++--",7257,-1.724,"-",8.47E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37394,"n","n","n",3720,"JARID2","--+--+",7257,-1.724,"-",8.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67356,"n","n","n",340441,"POTEA","-++---",7257,-1.722,"-",8.51E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59802,"n","n","n",10744,"PTTG2","--+---",7257,-1.721,"-",8.52E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30495,"n","n","n",5292,"PIM1","++-++-",7257,1.721,"+",8.52E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26342,"n","n","n",100129828,"C17orf54","++--+-",7257,1.721,"+",8.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58084,"n","n","n",132989,"C4orf36","++++++",7257,1.721,"+",8.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18809,"n","n","n",5143,"PDE4C","+++--+",7257,1.72,"+",8.54E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,"n","n","n",23093,"TTLL5","+-++--",7257,-1.72,"-",8.54E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51037,"n","n","n",5155,"PDGFB","++--++",7257,1.72,"+",8.54E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11793,"n","n","n",587,"BCAT2","-+-?-+",6376,-1.72,"-",8.54E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25742,"n","n","n",79173,"C19orf57","-+--++",7257,1.719,"+",8.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57690,"n","n","n",64802,"NMNAT1","-+++-+",7257,1.719,"+",8.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41656,"n","n","n",9563,"H6PD","+---++",7257,1.719,"+",8.57E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11895,"n","n","n",55676,"SLC30A6","--+---",7257,-1.718,"-",8.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38938,"n","n","n",25874,"MPC2","+++++-",7257,1.717,"+",8.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67205,"n","n","n",325,"APCS","++-+++",7257,1.717,"+",8.60E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28870,"n","n","n",10209,"EIF1","-+-+--",7257,-1.717,"-",8.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,"n","n","n",155435,"RBM33","+-+--+",7257,-1.716,"-",8.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,"n","n","n",7401,"CLRN1","++++--",7257,1.716,"+",8.62E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24042,"n","n","n",3845,"KRAS","+++++-",7257,1.715,"+",8.63E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,"n","n","n",389084,"C2orf82","++-+-+",7257,1.715,"+",8.64E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,"n","n","n",9604,"RNF14","+-+++-",7257,-1.714,"-",8.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53916,"n","n","n",54681,"P4HTM","++--++",7257,1.714,"+",8.65E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,"n","n","n",9814,"SFI1","--+--+",7257,-1.713,"-",8.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62001,"n","n","n",9590,"AKAP12","+-++--",7257,-1.713,"-",8.68E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41868,"n","n","n",57708,"MIER1","--++--",7257,-1.713,"-",8.68E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21905,"n","n","n",58508,"KMT2C","+-+--+",7257,1.712,"+",8.69E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11823,"n","n","n",4179,"CD46","+-+--+",7257,1.711,"+",8.70E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33076,"n","n","n",4690,"NCK1","--+--+",7257,-1.711,"-",8.70E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50737,"n","n","n",960,"CD44","+-++-+",7257,1.711,"+",8.71E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25315,"n","n","n",51271,"UBAP1","+++++-",7257,1.71,"+",8.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22929,"n","n","n",84276,"NICN1","---+-+",7257,1.71,"+",8.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30435,"n","n","n",1663,"DDX11","--+---",7257,-1.71,"-",8.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66417,"n","n","n",10457,"GPNMB","-+++++",7257,1.71,"+",8.73E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,"n","n","n",91748,"ELMSAN1","+-+--+",7257,-1.709,"-",8.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51184,"n","n","n",669,"BPGM","++-++-",7257,-1.709,"-",8.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46970,"n","n","n",283521,"FLJ37307","---+-+",7257,-1.709,"-",8.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68352,"n","n","n",8427,"ZNF282","++-?-+",6376,1.709,"+",8.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46573,"n","n","n",146760,"RTN4RL1","++++++",7257,1.708,"+",8.76E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46165,"n","n","n",2877,"GPX2","++-+++",7257,1.708,"+",8.77E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,"n","n","n",51496,"CTDSPL2","--+++-",7257,-1.708,"-",8.77E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19703,"n","n","n",54862,"CC2D1A","-+--++",7257,1.708,"+",8.77E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25405,"n","n","n",7773,"ZNF230","+-+-++",7257,1.707,"+",8.77E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,"n","n","n",5728,"PTEN","+-+---",7257,-1.707,"-",8.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,"n","n","n",3953,"LEPR","++-?--",6376,-1.707,"-",8.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48229,"n","n","n",4791,"NFKB2","+-+--+",7257,-1.707,"-",8.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37438,"n","n","n",126119,"JOSD2","--++-+",7257,1.707,"+",8.79E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48838,"n","n","n",54923,"LIME1","-----+",7257,-1.706,"-",8.81E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24413,"n","n","n",23070,"FTSJD2","+++--+",7257,1.705,"+",8.82E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43095,"n","n","n",995,"CDC25C","+++?++",6376,1.705,"+",8.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47948,"n","n","n",4174,"MCM5","-+--++",7257,1.705,"+",8.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54470,"n","n","n",51617,"NSG2","-+++++",7257,1.705,"+",8.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37786,"n","n","n",6120,"RPE","--++--",7257,-1.704,"-",8.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46152,"n","n","n",10388,"SYCP2","++++-+",7257,1.704,"+",8.83E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28213,"n","n","n",57446,"NDRG3","++-+-+",7257,1.704,"+",8.84E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50622,"n","n","n",57096,"RPGRIP1","--++-+",7257,-1.704,"-",8.84E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36623,"n","n","n",254359,"ZDHHC24","++++-+",7257,1.704,"+",8.85E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589,"n","n","n",10876,"EDDM3A","++-+++",7257,1.703,"+",8.85E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58058,"n","n","n",6888,"TALDO1","++++--",7257,1.703,"+",8.85E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33598,"n","n","n",652968,"GATSL3","-+++++",7257,1.702,"+",8.87E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45956,"n","n","n",83541,"FAM110A","+---+-",7257,-1.702,"-",8.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32456,"n","n","n",116151,"FAM210B","+++++-",7257,1.701,"+",8.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8279,"n","n","n",51642,"MRPL48","--++--",7257,-1.701,"-",8.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66267,"n","n","n",57605,"PITPNM2","-++++-",7257,1.701,"+",8.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,"n","n","n",80350,"LPAL2","---+++",7257,1.701,"+",8.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16962,"n","n","n",55198,"APPL2","--+--+",7257,-1.701,"-",8.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56149,"n","n","n",54386,"TERF2IP","--+---",7257,-1.701,"-",8.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,"n","n","n",3104,"ZBTB48","+++--+",7257,1.701,"+",8.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,"n","n","n",283459,"GATC","----+-",7257,-1.7,"-",8.91E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55485,"n","n","n",23536,"ADAT1","-++-++",7257,1.699,"+",8.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57977,"n","n","n",29088,"MRPL15","+-++-+",7257,1.699,"+",8.94E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13234,"n","n","n",60437,"CDH26","--++++",7257,1.698,"+",8.95E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,"n","n","n",54963,"UCKL1","-----+",7257,-1.698,"-",8.95E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59446,"n","n","n",85437,"ZCRB1","--++--",7257,-1.698,"-",8.96E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51457,"n","n","n",7737,"RNF113A","-----+",7257,-1.697,"-",8.97E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58402,"n","n","n",90416,"C15orf57","---+-+",7257,-1.697,"-",8.98E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18978,"n","n","n",25888,"ZNF473","++++-+",7257,1.696,"+",8.99E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18500,"n","n","n",140597,"TCEAL2","+---+-",7257,1.695,"+",9.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64078,"n","n","n",1456,"CSNK1G3","--+-+-",7257,-1.694,"-",9.02E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42294,"n","n","n",116337,"PANX3","++--++",7257,1.694,"+",9.02E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36670,"n","n","n",23467,"NPTXR","++++++",7257,1.694,"+",9.02E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40943,"n","n","n",4851,"NOTCH1","+-+---",7257,-1.694,"-",9.02E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,"n","n","n",23774,"BRD1","-----+",7257,-1.694,"-",9.02E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23076,"n","n","n",3726,"JUNB","+++-+-",7257,1.694,"+",9.03E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960,"n","n","n",100129828,"HSPBP1","+--+++",7257,1.694,"+",9.03E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16863,"n","n","n",996,"CDC27","+++-+-",7257,-1.694,"-",9.04E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32493,"n","n","n",84808,"C1orf170","+-++++",7257,1.693,"+",9.04E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65506,"n","n","n",54825,"CDHR2","+++-++",7257,1.693,"+",9.04E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,"n","n","n",83636,"C19orf12","-+---+",7257,-1.692,"-",9.06E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33050,"n","n","n",9796,"PHYHIP","+---++",7257,1.692,"+",9.06E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869,"n","n","n",30010,"NXPH1","++--++",7257,1.692,"+",9.07E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62923,"n","n","n",1995,"ELAVL3","+++--+",7257,1.692,"+",9.07E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53236,"n","n","n",9989,"PPP4R1","+-+-+-",7257,1.692,"+",9.07E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20289,"n","n","n",27333,"GOLIM4","+-++++",7257,1.691,"+",9.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31350,"n","n","n",9025,"RNF8","------",7257,-1.691,"-",9.09E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,"n","n","n",23085,"ERC1","----+-",7257,-1.69,"-",9.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
